Country,Subgroup,Year,Value
Dominican Republic,Male 15-24 yr,1996,53.9
Dominican Republic,Male 15-24 yr,1995,53.5
Dominican Republic,Male 15-24 yr,1994,51.5
Dominican Republic,Male 15-24 yr,1993,48.2
Dominican Republic,Male 15-24 yr,1992,48.6
Dominican Republic,Male 15-24 yr,1991,49.2
Ecuador,Female 15+ yr,2006,53.6
Ecuador,Female 15+ yr,2005,52.7
Ecuador,Female 15+ yr,2004,51.9
Ecuador,Female 15+ yr,2003,47
Ecuador,Female 15+ yr,2002,45.9
Ecuador,Female 15+ yr,2001,50.7
Ecuador,Female 15+ yr,2000,50.2
Ecuador,Female 15+ yr,1999,48.2
Ecuador,Female 15+ yr,1998,46.2
Ecuador,Female 15+ yr,1997,43.1
Ecuador,Female 15+ yr,1996,42.8
Ecuador,Female 15+ yr,1995,40.4
Ecuador,Female 15+ yr,1994,37.9
Ecuador,Female 15+ yr,1993,35.7
Ecuador,Female 15+ yr,1992,33.4
Ecuador,Female 15+ yr,1991,30.7
Ecuador,Female 15-24 yr,2006,38.9
Ecuador,Female 15-24 yr,2005,38.2
Ecuador,Female 15-24 yr,2004,37.7
Ecuador,Female 15-24 yr,2003,33.9
Ecuador,Female 15-24 yr,2002,31
Ecuador,Female 15-24 yr,2001,38.9
Ecuador,Female 15-24 yr,2000,38.5
Ecuador,Female 15-24 yr,1999,36.3
Ecuador,Female 15-24 yr,1998,34.1
Ecuador,Female 15-24 yr,1997,30.6
Ecuador,Female 15-24 yr,1996,31.2
Ecuador,Female 15-24 yr,1995,30
Ecuador,Female 15-24 yr,1994,28.9
Ecuador,Female 15-24 yr,1993,28
Ecuador,Female 15-24 yr,1992,27.1
Ecuador,Female 15-24 yr,1991,25.6
Ecuador,Male 15+ yr,2006,77.5
Ecuador,Male 15+ yr,2005,77.5
Ecuador,Male 15+ yr,2004,77.8
Ecuador,Male 15+ yr,2003,76.5
Ecuador,Male 15+ yr,2002,75.9
Ecuador,Male 15+ yr,2001,78.2
Ecuador,Male 15+ yr,2000,78.4
Ecuador,Male 15+ yr,1999,78.1
Ecuador,Male 15+ yr,1998,77.8
Ecuador,Male 15+ yr,1997,76.5
Ecuador,Male 15+ yr,1996,76.1
Ecuador,Male 15+ yr,1995,76.8
Ecuador,Male 15+ yr,1994,77.5
Ecuador,Male 15+ yr,1993,78.2
Ecuador,Male 15+ yr,1992,78.9
Ecuador,Male 15+ yr,1991,79.5
Ecuador,Male 15-24 yr,2006,56.8
Ecuador,Male 15-24 yr,2005,56.7
Ecuador,Male 15-24 yr,2004,56.7
Ecuador,Male 15-24 yr,2003,53
Ecuador,Male 15-24 yr,2002,53
Ecuador,Male 15-24 yr,2001,58.5
Ecuador,Male 15-24 yr,2000,58.3
Ecuador,Male 15-24 yr,1999,57.6
Ecuador,Male 15-24 yr,1998,57
Ecuador,Male 15-24 yr,1997,52.5
Ecuador,Male 15-24 yr,1996,51.9
Ecuador,Male 15-24 yr,1995,53.5
Ecuador,Male 15-24 yr,1994,55.1
Ecuador,Male 15-24 yr,1993,56.7
Ecuador,Male 15-24 yr,1992,58.4
Ecuador,Male 15-24 yr,1991,59.9
Egypt,Female 15+ yr,2006,15.1
Egypt,Female 15+ yr,2005,15
Egypt,Female 15+ yr,2004,15
Egypt,Female 15+ yr,2003,15.8
Egypt,Female 15+ yr,2002,15.7
Egypt,Female 15+ yr,2001,15.6
Egypt,Female 15+ yr,2000,15.7
Egypt,Female 15+ yr,1999,16.2
Egypt,Female 15+ yr,1998,15.1
Egypt,Female 15+ yr,1997,15.7
Egypt,Female 15+ yr,1996,16.1
Egypt,Female 15+ yr,1995,15.8
Egypt,Female 15+ yr,1994,16.8
Egypt,Female 15+ yr,1993,16.2
Egypt,Female 15+ yr,1992,16.7
Egypt,Female 15+ yr,1991,17
Egypt,Female 15-24 yr,2006,8.5
Egypt,Female 15-24 yr,2005,8.5
Egypt,Female 15-24 yr,2004,8.5
Egypt,Female 15-24 yr,2003,9.1
Egypt,Female 15-24 yr,2002,10.7
Egypt,Female 15-24 yr,2001,8.7
Egypt,Female 15-24 yr,2000,10.7
Egypt,Female 15-24 yr,1999,13.4
Egypt,Female 15-24 yr,1998,10.1
Egypt,Female 15-24 yr,1997,10.6
Egypt,Female 15-24 yr,1996,10.7
Egypt,Female 15-24 yr,1995,9.6
Egypt,Female 15-24 yr,1994,10
Egypt,Female 15-24 yr,1993,9.7
Egypt,Female 15-24 yr,1992,11
Egypt,Female 15-24 yr,1991,11.5
Egypt,Male 15+ yr,2006,68.6
Egypt,Male 15+ yr,2005,68.4
Egypt,Male 15+ yr,2004,68.2
Egypt,Male 15+ yr,2003,67.5
Egypt,Male 15+ yr,2002,67.3
Egypt,Male 15+ yr,2001,67.7
Egypt,Male 15+ yr,2000,69
Egypt,Male 15+ yr,1999,70
Egypt,Male 15+ yr,1998,67.9
Egypt,Male 15+ yr,1997,68.2
Egypt,Male 15+ yr,1996,68.2
Egypt,Male 15+ yr,1995,67.4
Egypt,Male 15+ yr,1994,68.5
Egypt,Male 15+ yr,1993,67.5
Egypt,Male 15+ yr,1992,69.1
Egypt,Male 15+ yr,1991,69.4
Egypt,Male 15-24 yr,2006,31.8
Egypt,Male 15-24 yr,2005,32.1
Egypt,Male 15-24 yr,2004,32.4
Egypt,Male 15-24 yr,2003,31.7
Egypt,Male 15-24 yr,2002,31.2
Egypt,Male 15-24 yr,2001,32.3
Egypt,Male 15-24 yr,2000,36.6
Egypt,Male 15-24 yr,1999,41.3
Egypt,Male 15-24 yr,1998,36.5
Egypt,Male 15-24 yr,1997,37
Egypt,Male 15-24 yr,1996,37.3
Egypt,Male 15-24 yr,1995,36.2
Egypt,Male 15-24 yr,1994,35
Egypt,Male 15-24 yr,1993,34.4
Egypt,Male 15-24 yr,1992,34.7
Egypt,Male 15-24 yr,1991,31.6
El Salvador,Female 15+ yr,2006,46.3
El Salvador,Female 15+ yr,2005,45.5
El Salvador,Female 15+ yr,2004,44.8
El Salvador,Female 15+ yr,2003,44.9
El Salvador,Female 15+ yr,2002,43.6
El Salvador,Female 15+ yr,2001,43.2
El Salvador,Female 15+ yr,2000,43.2
El Salvador,Female 15+ yr,1999,43.3
El Salvador,Female 15+ yr,1998,42.3
El Salvador,Female 15+ yr,1997,39.3
El Salvador,Female 15+ yr,1996,38.6
El Salvador,Female 15+ yr,1995,40
El Salvador,Female 15+ yr,1994,41.3
El Salvador,Female 15+ yr,1993,40.7
El Salvador,Female 15+ yr,1992,39
El Salvador,Female 15+ yr,1991,46.4
El Salvador,Female 15-24 yr,2006,29.2
El Salvador,Female 15-24 yr,2005,29.1
El Salvador,Female 15-24 yr,2004,29.1
El Salvador,Female 15-24 yr,2003,31.2
El Salvador,Female 15-24 yr,2002,29.2
El Salvador,Female 15-24 yr,2001,29.4
El Salvador,Female 15-24 yr,2000,30.2
El Salvador,Female 15-24 yr,1999,30.9
El Salvador,Female 15-24 yr,1998,31.2
El Salvador,Female 15-24 yr,1997,27
El Salvador,Female 15-24 yr,1996,26.4
El Salvador,Female 15-24 yr,1995,28.5
El Salvador,Female 15-24 yr,1994,30.4
El Salvador,Female 15-24 yr,1993,31.8
El Salvador,Female 15-24 yr,1992,30.3
El Salvador,Female 15-24 yr,1991,32.3
El Salvador,Male 15+ yr,2006,68.7
El Salvador,Male 15+ yr,2005,69.2
El Salvador,Male 15+ yr,2004,69.8
El Salvador,Male 15+ yr,2003,73
El Salvador,Male 15+ yr,2002,72.2
El Salvador,Male 15+ yr,2001,72.2
El Salvador,Male 15+ yr,2000,72.9
El Salvador,Male 15+ yr,1999,73.7
El Salvador,Male 15+ yr,1998,74.5
El Salvador,Male 15+ yr,1997,73.4
El Salvador,Male 15+ yr,1996,74.6
El Salvador,Male 15+ yr,1995,76
El Salvador,Male 15+ yr,1994,76.1
El Salvador,Male 15+ yr,1993,75.7
El Salvador,Male 15+ yr,1992,75.7
El Salvador,Male 15+ yr,1991,71.3
El Salvador,Male 15-24 yr,2006,44.2
El Salvador,Male 15-24 yr,2005,46.1
El Salvador,Male 15-24 yr,2004,48.3
El Salvador,Male 15-24 yr,2003,56.7
El Salvador,Male 15-24 yr,2002,53.9
El Salvador,Male 15-24 yr,2001,54.6
El Salvador,Male 15-24 yr,2000,56.2
El Salvador,Male 15-24 yr,1999,57.8
El Salvador,Male 15-24 yr,1998,59.6
El Salvador,Male 15-24 yr,1997,57
El Salvador,Male 15-24 yr,1996,59.5
El Salvador,Male 15-24 yr,1995,61.4
El Salvador,Male 15-24 yr,1994,61.5
El Salvador,Male 15-24 yr,1993,62.4
El Salvador,Male 15-24 yr,1992,61.6
El Salvador,Male 15-24 yr,1991,49.6
Equatorial Guinea,Female 15+ yr,2006,46.5
Equatorial Guinea,Female 15+ yr,2005,46.5
Equatorial Guinea,Female 15+ yr,2004,47.2
Equatorial Guinea,Female 15+ yr,2003,46.2
Equatorial Guinea,Female 15+ yr,2002,46.6
Equatorial Guinea,Female 15+ yr,2001,48.1
Equatorial Guinea,Female 15+ yr,2000,46.1
Equatorial Guinea,Female 15+ yr,1999,46.2
Equatorial Guinea,Female 15+ yr,1998,45.9
Equatorial Guinea,Female 15+ yr,1997,47.6
Equatorial Guinea,Female 15+ yr,1996,46.2
Equatorial Guinea,Female 15+ yr,1995,44.9
Equatorial Guinea,Female 15+ yr,1994,44.7
Equatorial Guinea,Female 15+ yr,1993,44.8
Equatorial Guinea,Female 15+ yr,1992,44.9
Equatorial Guinea,Female 15+ yr,1991,44
Equatorial Guinea,Female 15-24 yr,2006,39.9
Equatorial Guinea,Female 15-24 yr,2005,40.2
Equatorial Guinea,Female 15-24 yr,2004,41.9
Equatorial Guinea,Female 15-24 yr,2003,40.1
Equatorial Guinea,Female 15-24 yr,2002,40.9
Equatorial Guinea,Female 15-24 yr,2001,44.6
Equatorial Guinea,Female 15-24 yr,2000,40.3
Equatorial Guinea,Female 15-24 yr,1999,40.3
Equatorial Guinea,Female 15-24 yr,1998,40
Equatorial Guinea,Female 15-24 yr,1997,43.6
Equatorial Guinea,Female 15-24 yr,1996,41.5
Equatorial Guinea,Female 15-24 yr,1995,38.6
Equatorial Guinea,Female 15-24 yr,1994,38.7
Equatorial Guinea,Female 15-24 yr,1993,39
Equatorial Guinea,Female 15-24 yr,1992,38.5
Equatorial Guinea,Female 15-24 yr,1991,36.5
Equatorial Guinea,Male 15+ yr,2006,81.9
Equatorial Guinea,Male 15+ yr,2005,82.4
Equatorial Guinea,Male 15+ yr,2004,84
Equatorial Guinea,Male 15+ yr,2003,82.9
Equatorial Guinea,Male 15+ yr,2002,83.7
Equatorial Guinea,Male 15+ yr,2001,86.9
Equatorial Guinea,Male 15+ yr,2000,83.4
Equatorial Guinea,Male 15+ yr,1999,83.8
Equatorial Guinea,Male 15+ yr,1998,83.7
Equatorial Guinea,Male 15+ yr,1997,87.5
Equatorial Guinea,Male 15+ yr,1996,85.4
Equatorial Guinea,Male 15+ yr,1995,83.4
Equatorial Guinea,Male 15+ yr,1994,83.5
Equatorial Guinea,Male 15+ yr,1993,83.8
Equatorial Guinea,Male 15+ yr,1992,83.7
Equatorial Guinea,Male 15+ yr,1991,82.2
Equatorial Guinea,Male 15-24 yr,2006,70.9
Equatorial Guinea,Male 15-24 yr,2005,71.6
Equatorial Guinea,Male 15-24 yr,2004,75.1
Equatorial Guinea,Male 15-24 yr,2003,72.5
Equatorial Guinea,Male 15-24 yr,2002,74.1
Equatorial Guinea,Male 15-24 yr,2001,80.9
Equatorial Guinea,Male 15-24 yr,2000,73
Equatorial Guinea,Male 15-24 yr,1999,73.9
Equatorial Guinea,Male 15-24 yr,1998,73.8
Equatorial Guinea,Male 15-24 yr,1997,82.2
Equatorial Guinea,Male 15-24 yr,1996,77
Equatorial Guinea,Male 15-24 yr,1995,72.4
Equatorial Guinea,Male 15-24 yr,1994,72.2
Equatorial Guinea,Male 15-24 yr,1993,72.7
Equatorial Guinea,Male 15-24 yr,1992,73.3
Equatorial Guinea,Male 15-24 yr,1991,70
Eritrea,Female 15+ yr,2006,52.7
Eritrea,Female 15+ yr,2005,52.8
Eritrea,Female 15+ yr,2004,52.6
Eritrea,Female 15+ yr,2003,52.8
Eritrea,Female 15+ yr,2002,52.6
Eritrea,Female 15+ yr,2001,52.9
Eritrea,Female 15+ yr,2000,51.9
Eritrea,Female 15+ yr,1999,52.3
Eritrea,Female 15+ yr,1998,52.3
Eritrea,Female 15+ yr,1997,52.8
Eritrea,Female 15+ yr,1996,52.9
Eritrea,Female 15+ yr,1995,52.9
Eritrea,Female 15+ yr,1994,54.4
Eritrea,Female 15+ yr,1993,54.7
Eritrea,Female 15+ yr,1992,54.5
Eritrea,Female 15+ yr,1991,54.9
Eritrea,Female 15-24 yr,2006,47.1
Eritrea,Female 15-24 yr,2005,47.5
Eritrea,Female 15-24 yr,2004,47.4
Eritrea,Female 15-24 yr,2003,48.2
Eritrea,Female 15-24 yr,2002,48.3
Eritrea,Female 15-24 yr,2001,48.9
Eritrea,Female 15-24 yr,2000,47.5
Eritrea,Female 15-24 yr,1999,47.5
Eritrea,Female 15-24 yr,1998,47.3
Eritrea,Female 15-24 yr,1997,48.5
Eritrea,Female 15-24 yr,1996,48.6
Eritrea,Female 15-24 yr,1995,48.7
Eritrea,Female 15-24 yr,1994,51.6
Eritrea,Female 15-24 yr,1993,52.3
Eritrea,Female 15-24 yr,1992,51.7
Eritrea,Female 15-24 yr,1991,51.8
Eritrea,Male 15+ yr,2006,81.2
Eritrea,Male 15+ yr,2005,81.2
Eritrea,Male 15+ yr,2004,80.8
Eritrea,Male 15+ yr,2003,81
Eritrea,Male 15+ yr,2002,80.6
Eritrea,Male 15+ yr,2001,80.7
Eritrea,Male 15+ yr,2000,79.3
Eritrea,Male 15+ yr,1999,79
Eritrea,Male 15+ yr,1998,78.5
Eritrea,Male 15+ yr,1997,79.1
Eritrea,Male 15+ yr,1996,79.1
Eritrea,Male 15+ yr,1995,79.1
Eritrea,Male 15+ yr,1994,81.2
Eritrea,Male 15+ yr,1993,81.7
Eritrea,Male 15+ yr,1992,81.6
Eritrea,Male 15+ yr,1991,82
Eritrea,Male 15-24 yr,2006,64.1
Eritrea,Male 15-24 yr,2005,64.6
Eritrea,Male 15-24 yr,2004,64.5
Eritrea,Male 15-24 yr,2003,65.3
Eritrea,Male 15-24 yr,2002,65.4
Eritrea,Male 15-24 yr,2001,66.3
Eritrea,Male 15-24 yr,2000,64.2
Eritrea,Male 15-24 yr,1999,64.4
Eritrea,Male 15-24 yr,1998,64
Eritrea,Male 15-24 yr,1997,65.2
Eritrea,Male 15-24 yr,1996,65.1
Eritrea,Male 15-24 yr,1995,64.9
Eritrea,Male 15-24 yr,1994,68
Eritrea,Male 15-24 yr,1993,68.2
Eritrea,Male 15-24 yr,1992,67.1
Eritrea,Male 15-24 yr,1991,67.1
Estonia,Female 15+ yr,2006,48.6
Estonia,Female 15+ yr,2005,48.5
Estonia,Female 15+ yr,2004,47.5
Estonia,Female 15+ yr,2003,48.1
Estonia,Female 15+ yr,2002,47.7
Estonia,Female 15+ yr,2001,46.7
Estonia,Female 15+ yr,2000,46.7
Estonia,Female 15+ yr,1999,47.2
Estonia,Female 15+ yr,1998,48.8
Estonia,Female 15+ yr,1997,48.9
Estonia,Female 15+ yr,1996,49.2
Estonia,Female 15+ yr,1995,50
Estonia,Female 15+ yr,1994,52.9
Estonia,Female 15+ yr,1993,55.3
Estonia,Female 15+ yr,1992,58.8
Estonia,Female 15+ yr,1991,61.8
Estonia,Female 15-24 yr,2006,24.6
Estonia,Female 15-24 yr,2005,24.4
Estonia,Female 15-24 yr,2004,22.4
Estonia,Female 15-24 yr,2003,22.5
Estonia,Female 15-24 yr,2002,21.7
Estonia,Female 15-24 yr,2001,24.7
Estonia,Female 15-24 yr,2000,27.6
Estonia,Female 15-24 yr,1999,29.4
Estonia,Female 15-24 yr,1998,32.8
Estonia,Female 15-24 yr,1997,31.7
Estonia,Female 15-24 yr,1996,31.4
Estonia,Female 15-24 yr,1995,33.9
Estonia,Female 15-24 yr,1994,37.1
Estonia,Female 15-24 yr,1993,39.7
Estonia,Female 15-24 yr,1992,43.8
Estonia,Female 15-24 yr,1991,47.6
Estonia,Male 15+ yr,2006,59.5
Estonia,Male 15+ yr,2005,59.6
Estonia,Male 15+ yr,2004,58.7
Estonia,Male 15+ yr,2003,60.1
Estonia,Male 15+ yr,2002,59.1
Estonia,Male 15+ yr,2001,58.7
Estonia,Male 15+ yr,2000,59
Estonia,Male 15+ yr,1999,59.8
Estonia,Male 15+ yr,1998,62.4
Estonia,Male 15+ yr,1997,62.3
Estonia,Male 15+ yr,1996,63.1
Estonia,Male 15+ yr,1995,64.7
Estonia,Male 15+ yr,1994,67.2
Estonia,Male 15+ yr,1993,69
Estonia,Male 15+ yr,1992,72.3
Estonia,Male 15+ yr,1991,75
Estonia,Male 15-24 yr,2006,33.9
Estonia,Male 15-24 yr,2005,33.9
Estonia,Male 15-24 yr,2004,32
Estonia,Male 15-24 yr,2003,34.6
Estonia,Male 15-24 yr,2002,33.5
Estonia,Male 15-24 yr,2001,37.3
Estonia,Male 15-24 yr,2000,36.9
Estonia,Male 15-24 yr,1999,37.7
Estonia,Male 15-24 yr,1998,40.5
Estonia,Male 15-24 yr,1997,41.1
Estonia,Male 15-24 yr,1996,43
Estonia,Male 15-24 yr,1995,45.7
Estonia,Male 15-24 yr,1994,47.5
Estonia,Male 15-24 yr,1993,48.7
Estonia,Male 15-24 yr,1992,51.5
Estonia,Male 15-24 yr,1991,54
Ethiopia,Female 15+ yr,2006,64.8
Ethiopia,Female 15+ yr,2005,64.8
Ethiopia,Female 15+ yr,2004,65.2
Ethiopia,Female 15+ yr,2003,64.4
Ethiopia,Female 15+ yr,2002,64.7
Ethiopia,Female 15+ yr,2001,65.2
Ethiopia,Female 15+ yr,2000,65.5
Ethiopia,Female 15+ yr,1999,65.6
Ethiopia,Female 15+ yr,1998,65.3
Ethiopia,Female 15+ yr,1997,65.6
Ethiopia,Female 15+ yr,1996,66.3
Ethiopia,Female 15+ yr,1995,66.1
Ethiopia,Female 15+ yr,1994,66
Ethiopia,Female 15+ yr,1993,66.4
Ethiopia,Female 15+ yr,1992,65.5
Ethiopia,Female 15+ yr,1991,65.4
Ethiopia,Female 15-24 yr,2006,63.8
Ethiopia,Female 15-24 yr,2005,63.8
Ethiopia,Female 15-24 yr,2004,64.4
Ethiopia,Female 15-24 yr,2003,63.2
Ethiopia,Female 15-24 yr,2002,63.3
Ethiopia,Female 15-24 yr,2001,64.1
Ethiopia,Female 15-24 yr,2000,64.7
Ethiopia,Female 15-24 yr,1999,65.2
Ethiopia,Female 15-24 yr,1998,64.6
Ethiopia,Female 15-24 yr,1997,65
Ethiopia,Female 15-24 yr,1996,66.2
Ethiopia,Female 15-24 yr,1995,66.3
Ethiopia,Female 15-24 yr,1994,66.3
Ethiopia,Female 15-24 yr,1993,67.1
Ethiopia,Female 15-24 yr,1992,66.4
Ethiopia,Female 15-24 yr,1991,65.5
Ethiopia,Male 15+ yr,2006,86.7
Ethiopia,Male 15+ yr,2005,86.9
Ethiopia,Male 15+ yr,2004,87.2
Ethiopia,Male 15+ yr,2003,87.6
Ethiopia,Male 15+ yr,2002,87.3
Ethiopia,Male 15+ yr,2001,87.4
Ethiopia,Male 15+ yr,2000,88
Ethiopia,Male 15+ yr,1999,88.3
Ethiopia,Male 15+ yr,1998,88.3
Ethiopia,Male 15+ yr,1997,88.1
Ethiopia,Male 15+ yr,1996,88.6
Ethiopia,Male 15+ yr,1995,89
Ethiopia,Male 15+ yr,1994,89.1
Ethiopia,Male 15+ yr,1993,89.3
Ethiopia,Male 15+ yr,1992,89.9
Ethiopia,Male 15+ yr,1991,89.1
Ethiopia,Male 15-24 yr,2006,77.9
Ethiopia,Male 15-24 yr,2005,78.2
Ethiopia,Male 15-24 yr,2004,78.7
Ethiopia,Male 15-24 yr,2003,79.1
Ethiopia,Male 15-24 yr,2002,78.7
Ethiopia,Male 15-24 yr,2001,79
Ethiopia,Male 15-24 yr,2000,79.9
Ethiopia,Male 15-24 yr,1999,80.4
Ethiopia,Male 15-24 yr,1998,80.4
Ethiopia,Male 15-24 yr,1997,80.1
Ethiopia,Male 15-24 yr,1996,80.9
Ethiopia,Male 15-24 yr,1995,81.6
Ethiopia,Male 15-24 yr,1994,81.7
Ethiopia,Male 15-24 yr,1993,82.1
Ethiopia,Male 15-24 yr,1992,82.9
Ethiopia,Male 15-24 yr,1991,81.7
Fiji,Female 15+ yr,2006,48.8
Fiji,Female 15+ yr,2005,48.3
Fiji,Female 15+ yr,2004,48
Fiji,Female 15+ yr,2003,46.2
Fiji,Female 15+ yr,2002,46.5
Fiji,Female 15+ yr,2001,46.7
Fiji,Female 15+ yr,2000,46.8
Fiji,Female 15+ yr,1999,47
Fiji,Female 15+ yr,1998,46.6
Fiji,Female 15+ yr,1997,46.3
Fiji,Female 15+ yr,1996,46.4
Fiji,Female 15+ yr,1995,46.2
Fiji,Female 15+ yr,1994,46
Fiji,Female 15+ yr,1993,45.9
Fiji,Female 15+ yr,1992,46.1
Fiji,Female 15+ yr,1991,45.8
Fiji,Female 15-24 yr,2006,40.4
Fiji,Female 15-24 yr,2005,40.2
Fiji,Female 15-24 yr,2004,40.3
Fiji,Female 15-24 yr,2003,38.9
Fiji,Female 15-24 yr,2002,39.2
Fiji,Female 15-24 yr,2001,39.5
Fiji,Female 15-24 yr,2000,39.6
Fiji,Female 15-24 yr,1999,39.9
Fiji,Female 15-24 yr,1998,39.2
Fiji,Female 15-24 yr,1997,38.8
Fiji,Female 15-24 yr,1996,38.9
Fiji,Female 15-24 yr,1995,38.8
Fiji,Female 15-24 yr,1994,38.6
Fiji,Female 15-24 yr,1993,38.6
Fiji,Female 15-24 yr,1992,39.2
Fiji,Female 15-24 yr,1991,39
Fiji,Male 15+ yr,2006,76
Fiji,Male 15+ yr,2005,75.7
Fiji,Male 15+ yr,2004,75.9
Fiji,Male 15+ yr,2003,75.1
Fiji,Male 15+ yr,2002,75.3
Fiji,Male 15+ yr,2001,75.3
Fiji,Male 15+ yr,2000,75.2
Fiji,Male 15+ yr,1999,75.7
Fiji,Male 15+ yr,1998,75.2
Fiji,Male 15+ yr,1997,75
Fiji,Male 15+ yr,1996,75.4
Fiji,Male 15+ yr,1995,75.4
Fiji,Male 15+ yr,1994,75.2
Fiji,Male 15+ yr,1993,75.1
Fiji,Male 15+ yr,1992,75.6
Fiji,Male 15+ yr,1991,75.2
Fiji,Male 15-24 yr,2006,49.6
Fiji,Male 15-24 yr,2005,49.5
Fiji,Male 15-24 yr,2004,49.7
Fiji,Male 15-24 yr,2003,48.3
Fiji,Male 15-24 yr,2002,48.7
Fiji,Male 15-24 yr,2001,48.8
Fiji,Male 15-24 yr,2000,48.7
Fiji,Male 15-24 yr,1999,49.1
Fiji,Male 15-24 yr,1998,48.1
Fiji,Male 15-24 yr,1997,47.5
Fiji,Male 15-24 yr,1996,47.7
Fiji,Male 15-24 yr,1995,47.4
Fiji,Male 15-24 yr,1994,47.2
Fiji,Male 15-24 yr,1993,47.2
Fiji,Male 15-24 yr,1992,48
Fiji,Male 15-24 yr,1991,47.7
Finland,Female 15+ yr,2006,52.3
Finland,Female 15+ yr,2005,51.9
Finland,Female 15+ yr,2004,51.8
Finland,Female 15+ yr,2003,51.6
Finland,Female 15+ yr,2002,52.2
Finland,Female 15+ yr,2001,51.4
Finland,Female 15+ yr,2000,50.7
Finland,Female 15+ yr,1999,50.2
Finland,Female 15+ yr,1998,48.4
Finland,Female 15+ yr,1997,47.7
Finland,Female 15+ yr,1996,46.7
Finland,Female 15+ yr,1995,46.4
Finland,Female 15+ yr,1994,46.5
Finland,Female 15+ yr,1993,47.3
Finland,Female 15+ yr,1992,50.6
Finland,Female 15+ yr,1991,54.3
Finland,Female 15-24 yr,2006,44.6
Finland,Female 15-24 yr,2005,43
Finland,Female 15-24 yr,2004,42.5
Finland,Female 15-24 yr,2003,39.3
Finland,Female 15-24 yr,2002,41
Finland,Female 15-24 yr,2001,40.6
Finland,Female 15-24 yr,2000,39.5
Finland,Female 15-24 yr,1999,38.1
Finland,Female 15-24 yr,1998,33.9
Finland,Female 15-24 yr,1997,32.5
Finland,Female 15-24 yr,1996,29.1
Finland,Female 15-24 yr,1995,28.1
Finland,Female 15-24 yr,1994,28.5
Finland,Female 15-24 yr,1993,31.1
Finland,Female 15-24 yr,1992,37.1
Finland,Female 15-24 yr,1991,46
Finland,Male 15+ yr,2006,60.5
Finland,Male 15+ yr,2005,60.4
Finland,Male 15+ yr,2004,60.1
Finland,Male 15+ yr,2003,59.4
Finland,Male 15+ yr,2002,60
Finland,Male 15+ yr,2001,60.7
Finland,Male 15+ yr,2000,60.3
Finland,Male 15+ yr,1999,59.6
Finland,Male 15+ yr,1998,58.3
Finland,Male 15+ yr,1997,57.4
Finland,Male 15+ yr,1996,56.3
Finland,Male 15+ yr,1995,55.6
Finland,Male 15+ yr,1994,54.1
Finland,Male 15+ yr,1993,54.6
Finland,Male 15+ yr,1992,58.3
Finland,Male 15+ yr,1991,63.5
Finland,Male 15-24 yr,2006,42.1
Finland,Male 15-24 yr,2005,40.8
Finland,Male 15-24 yr,2004,39.8
Finland,Male 15-24 yr,2003,38
Finland,Male 15-24 yr,2002,38.9
Finland,Male 15-24 yr,2001,40.5
Finland,Male 15-24 yr,2000,39.9
Finland,Male 15-24 yr,1999,39.1
Finland,Male 15-24 yr,1998,35.4
Finland,Male 15-24 yr,1997,33.6
Finland,Male 15-24 yr,1996,30.1
Finland,Male 15-24 yr,1995,29.8
Finland,Male 15-24 yr,1994,27.6
Finland,Male 15-24 yr,1993,29.7
Finland,Male 15-24 yr,1992,33.9
Finland,Male 15-24 yr,1991,43.2
France,Female 15+ yr,2006,43.2
France,Female 15+ yr,2005,43.2
France,Female 15+ yr,2004,43
France,Female 15+ yr,2003,42.9
France,Female 15+ yr,2002,43.3
France,Female 15+ yr,2001,42.7
France,Female 15+ yr,2000,42.1
France,Female 15+ yr,1999,41.1
France,Female 15+ yr,1998,40.7
France,Female 15+ yr,1997,40.2
France,Female 15+ yr,1996,40.4
France,Female 15+ yr,1995,40.3
France,Female 15+ yr,1994,39.8
France,Female 15+ yr,1993,40.2
France,Female 15+ yr,1992,40.1
France,Female 15+ yr,1991,40.3
France,Female 15-24 yr,2006,19.5
France,Female 15-24 yr,2005,19.4
France,Female 15-24 yr,2004,19.4
France,Female 15-24 yr,2003,19.9
France,Female 15-24 yr,2002,20.1
France,Female 15-24 yr,2001,20.5
France,Female 15-24 yr,2000,20.1
France,Female 15-24 yr,1999,17.7
France,Female 15-24 yr,1998,18.1
France,Female 15-24 yr,1997,17
France,Female 15-24 yr,1996,18
France,Female 15-24 yr,1995,18.1
France,Female 15-24 yr,1994,18.6
France,Female 15-24 yr,1993,20.5
France,Female 15-24 yr,1992,22.2
France,Female 15-24 yr,1991,23.5
France,Male 15+ yr,2006,55.6
France,Male 15+ yr,2005,55.8
France,Male 15+ yr,2004,56.1
France,Male 15+ yr,2003,56.3
France,Male 15+ yr,2002,57.4
France,Male 15+ yr,2001,57.7
France,Male 15+ yr,2000,56.9
France,Male 15+ yr,1999,55.9
France,Male 15+ yr,1998,55.8
France,Male 15+ yr,1997,55.7
France,Male 15+ yr,1996,56.2
France,Male 15+ yr,1995,56.3
France,Male 15+ yr,1994,55.9
France,Male 15+ yr,1993,57.1
France,Male 15+ yr,1992,58.6
France,Male 15+ yr,1991,59.5
France,Male 15-24 yr,2006,26.3
France,Male 15-24 yr,2005,26.1
France,Male 15-24 yr,2004,25.8
France,Male 15-24 yr,2003,26.4
France,Male 15-24 yr,2002,27.4
France,Male 15-24 yr,2001,27.8
