Country,Subgroup,Year,Value
Congo,Male 15+ yr,1998,82.9
Congo,Male 15+ yr,1997,77.8
Congo,Male 15+ yr,1996,82.2
Congo,Male 15+ yr,1995,81.4
Congo,Male 15+ yr,1994,80.8
Congo,Male 15+ yr,1993,80.9
Congo,Male 15+ yr,1992,80.4
Congo,Male 15+ yr,1991,78.7
Congo,Male 15-24 yr,2006,56.1
Congo,Male 15-24 yr,2005,56.3
Congo,Male 15-24 yr,2004,55.9
Congo,Male 15-24 yr,2003,67.5
Congo,Male 15-24 yr,2002,68.5
Congo,Male 15-24 yr,2001,68.2
Congo,Male 15-24 yr,2000,68.6
Congo,Male 15-24 yr,1999,64.8
Congo,Male 15-24 yr,1998,65.7
Congo,Male 15-24 yr,1997,56.3
Congo,Male 15-24 yr,1996,64.5
Congo,Male 15-24 yr,1995,63.1
Congo,Male 15-24 yr,1994,61.7
Congo,Male 15-24 yr,1993,61.9
Congo,Male 15-24 yr,1992,60.9
Congo,Male 15-24 yr,1991,57.8
Congo Dem. Rep.,Female 15+ yr,2006,55.7
Congo Dem. Rep.,Female 15+ yr,2005,55.7
Congo Dem. Rep.,Female 15+ yr,2004,55.7
Congo Dem. Rep.,Female 15+ yr,2003,55.6
Congo Dem. Rep.,Female 15+ yr,2002,55.3
Congo Dem. Rep.,Female 15+ yr,2001,54.9
Congo Dem. Rep.,Female 15+ yr,2000,54.7
Congo Dem. Rep.,Female 15+ yr,1999,54.9
Congo Dem. Rep.,Female 15+ yr,1998,55.1
Congo Dem. Rep.,Female 15+ yr,1997,54.8
Congo Dem. Rep.,Female 15+ yr,1996,54.6
Congo Dem. Rep.,Female 15+ yr,1995,54.7
Congo Dem. Rep.,Female 15+ yr,1994,55.1
Congo Dem. Rep.,Female 15+ yr,1993,54.5
Congo Dem. Rep.,Female 15+ yr,1992,54.6
Congo Dem. Rep.,Female 15+ yr,1991,54.6
Congo Dem. Rep.,Female 15-24 yr,2006,50.8
Congo Dem. Rep.,Female 15-24 yr,2005,50.8
Congo Dem. Rep.,Female 15-24 yr,2004,50.8
Congo Dem. Rep.,Female 15-24 yr,2003,51.4
Congo Dem. Rep.,Female 15-24 yr,2002,50.6
Congo Dem. Rep.,Female 15-24 yr,2001,49.6
Congo Dem. Rep.,Female 15-24 yr,2000,49.1
Congo Dem. Rep.,Female 15-24 yr,1999,49.8
Congo Dem. Rep.,Female 15-24 yr,1998,50.3
Congo Dem. Rep.,Female 15-24 yr,1997,49.4
Congo Dem. Rep.,Female 15-24 yr,1996,47.2
Congo Dem. Rep.,Female 15-24 yr,1995,47.6
Congo Dem. Rep.,Female 15-24 yr,1994,51.1
Congo Dem. Rep.,Female 15-24 yr,1993,49.2
Congo Dem. Rep.,Female 15-24 yr,1992,49.2
Congo Dem. Rep.,Female 15-24 yr,1991,48.9
Congo Dem. Rep.,Male 15+ yr,2006,81.7
Congo Dem. Rep.,Male 15+ yr,2005,81.7
Congo Dem. Rep.,Male 15+ yr,2004,81.7
Congo Dem. Rep.,Male 15+ yr,2003,82.1
Congo Dem. Rep.,Male 15+ yr,2002,81.6
Congo Dem. Rep.,Male 15+ yr,2001,81
Congo Dem. Rep.,Male 15+ yr,2000,80.8
Congo Dem. Rep.,Male 15+ yr,1999,81.2
Congo Dem. Rep.,Male 15+ yr,1998,81.5
Congo Dem. Rep.,Male 15+ yr,1997,80.9
Congo Dem. Rep.,Male 15+ yr,1996,79.3
Congo Dem. Rep.,Male 15+ yr,1995,79.7
Congo Dem. Rep.,Male 15+ yr,1994,82.2
Congo Dem. Rep.,Male 15+ yr,1993,81.1
Congo Dem. Rep.,Male 15+ yr,1992,81.1
Congo Dem. Rep.,Male 15+ yr,1991,81
Congo Dem. Rep.,Male 15-24 yr,2006,66
Congo Dem. Rep.,Male 15-24 yr,2005,66.1
Congo Dem. Rep.,Male 15-24 yr,2004,66.1
Congo Dem. Rep.,Male 15-24 yr,2003,66.6
Congo Dem. Rep.,Male 15-24 yr,2002,65.8
Congo Dem. Rep.,Male 15-24 yr,2001,64.6
Congo Dem. Rep.,Male 15-24 yr,2000,64.1
Congo Dem. Rep.,Male 15-24 yr,1999,64.8
Congo Dem. Rep.,Male 15-24 yr,1998,65.4
Congo Dem. Rep.,Male 15-24 yr,1997,64.3
Congo Dem. Rep.,Male 15-24 yr,1996,61.9
Congo Dem. Rep.,Male 15-24 yr,1995,62.4
Congo Dem. Rep.,Male 15-24 yr,1994,66.1
Congo Dem. Rep.,Male 15-24 yr,1993,64
Congo Dem. Rep.,Male 15-24 yr,1992,64.1
Congo Dem. Rep.,Male 15-24 yr,1991,63.8
Costa Rica,Female 15+ yr,2006,41.9
Costa Rica,Female 15+ yr,2005,40.6
Costa Rica,Female 15+ yr,2004,40
Costa Rica,Female 15+ yr,2003,38.2
Costa Rica,Female 15+ yr,2002,38.5
Costa Rica,Female 15+ yr,2001,38.8
Costa Rica,Female 15+ yr,2000,34.7
Costa Rica,Female 15+ yr,1999,35.7
Costa Rica,Female 15+ yr,1998,36
Costa Rica,Female 15+ yr,1997,34.2
Costa Rica,Female 15+ yr,1996,31.1
Costa Rica,Female 15+ yr,1995,33.2
Costa Rica,Female 15+ yr,1994,32.7
Costa Rica,Female 15+ yr,1993,32
Costa Rica,Female 15+ yr,1992,31.2
Costa Rica,Female 15+ yr,1991,30.9
Costa Rica,Female 15-24 yr,2006,30.3
Costa Rica,Female 15-24 yr,2005,29.7
Costa Rica,Female 15-24 yr,2004,30.4
Costa Rica,Female 15-24 yr,2003,29.1
Costa Rica,Female 15-24 yr,2002,30.2
Costa Rica,Female 15-24 yr,2001,31.3
Costa Rica,Female 15-24 yr,2000,30
Costa Rica,Female 15-24 yr,1999,31.1
Costa Rica,Female 15-24 yr,1998,31.2
Costa Rica,Female 15-24 yr,1997,28.3
Costa Rica,Female 15-24 yr,1996,26.3
Costa Rica,Female 15-24 yr,1995,30.8
Costa Rica,Female 15-24 yr,1994,31.7
Costa Rica,Female 15-24 yr,1993,31.4
Costa Rica,Female 15-24 yr,1992,30.6
Costa Rica,Female 15-24 yr,1991,30.8
Costa Rica,Male 15+ yr,2006,76.9
Costa Rica,Male 15+ yr,2005,76.8
Costa Rica,Male 15+ yr,2004,76.8
Costa Rica,Male 15+ yr,2003,76.1
Costa Rica,Male 15+ yr,2002,76.6
Costa Rica,Male 15+ yr,2001,77.2
Costa Rica,Male 15+ yr,2000,77.6
Costa Rica,Male 15+ yr,1999,78.2
Costa Rica,Male 15+ yr,1998,79.6
Costa Rica,Male 15+ yr,1997,78.3
Costa Rica,Male 15+ yr,1996,76.7
Costa Rica,Male 15+ yr,1995,79.3
Costa Rica,Male 15+ yr,1994,79.3
Costa Rica,Male 15+ yr,1993,79.2
Costa Rica,Male 15+ yr,1992,78.7
Costa Rica,Male 15+ yr,1991,78.6
Costa Rica,Male 15-24 yr,2006,56.4
Costa Rica,Male 15-24 yr,2005,56.7
Costa Rica,Male 15-24 yr,2004,56.8
Costa Rica,Male 15-24 yr,2003,56.7
Costa Rica,Male 15-24 yr,2002,57.3
Costa Rica,Male 15-24 yr,2001,57.9
Costa Rica,Male 15-24 yr,2000,61.1
Costa Rica,Male 15-24 yr,1999,61
Costa Rica,Male 15-24 yr,1998,64.9
Costa Rica,Male 15-24 yr,1997,62.7
Costa Rica,Male 15-24 yr,1996,61.4
Costa Rica,Male 15-24 yr,1995,64.1
Costa Rica,Male 15-24 yr,1994,66.1
Costa Rica,Male 15-24 yr,1993,66.6
Costa Rica,Male 15-24 yr,1992,66.2
Costa Rica,Male 15-24 yr,1991,65
Côte d’Ivoire,Female 15+ yr,2006,35.2
Côte d’Ivoire,Female 15+ yr,2005,35.3
Côte d’Ivoire,Female 15+ yr,2004,35.4
Côte d’Ivoire,Female 15+ yr,2003,34.9
Côte d’Ivoire,Female 15+ yr,2002,35.1
Côte d’Ivoire,Female 15+ yr,2001,35.4
Côte d’Ivoire,Female 15+ yr,2000,35.6
Côte d’Ivoire,Female 15+ yr,1999,36.3
Côte d’Ivoire,Female 15+ yr,1998,37
Côte d’Ivoire,Female 15+ yr,1997,37.6
Côte d’Ivoire,Female 15+ yr,1996,38.3
Côte d’Ivoire,Female 15+ yr,1995,38.9
Côte d’Ivoire,Female 15+ yr,1994,39.4
Côte d’Ivoire,Female 15+ yr,1993,39.1
Côte d’Ivoire,Female 15+ yr,1992,39.3
Côte d’Ivoire,Female 15+ yr,1991,39.5
Côte d’Ivoire,Female 15-24 yr,2006,29
Côte d’Ivoire,Female 15-24 yr,2005,29
Côte d’Ivoire,Female 15-24 yr,2004,29.1
Côte d’Ivoire,Female 15-24 yr,2003,29.6
Côte d’Ivoire,Female 15-24 yr,2002,29.5
Côte d’Ivoire,Female 15-24 yr,2001,29.4
Côte d’Ivoire,Female 15-24 yr,2000,29.2
Côte d’Ivoire,Female 15-24 yr,1999,29.8
Côte d’Ivoire,Female 15-24 yr,1998,30.5
Côte d’Ivoire,Female 15-24 yr,1997,31.5
Côte d’Ivoire,Female 15-24 yr,1996,32.4
Côte d’Ivoire,Female 15-24 yr,1995,33.3
Côte d’Ivoire,Female 15-24 yr,1994,34.2
Côte d’Ivoire,Female 15-24 yr,1993,33
Côte d’Ivoire,Female 15-24 yr,1992,32.9
Côte d’Ivoire,Female 15-24 yr,1991,32.7
Côte d’Ivoire,Male 15+ yr,2006,80.2
Côte d’Ivoire,Male 15+ yr,2005,80.1
Côte d’Ivoire,Male 15+ yr,2004,80.1
Côte d’Ivoire,Male 15+ yr,2003,80.3
Côte d’Ivoire,Male 15+ yr,2002,80.1
Côte d’Ivoire,Male 15+ yr,2001,80
Côte d’Ivoire,Male 15+ yr,2000,79.8
Côte d’Ivoire,Male 15+ yr,1999,80.2
Côte d’Ivoire,Male 15+ yr,1998,80.6
Côte d’Ivoire,Male 15+ yr,1997,81.1
Côte d’Ivoire,Male 15+ yr,1996,81.7
Côte d’Ivoire,Male 15+ yr,1995,82.1
Côte d’Ivoire,Male 15+ yr,1994,82.7
Côte d’Ivoire,Male 15+ yr,1993,81.9
Côte d’Ivoire,Male 15+ yr,1992,81.8
Côte d’Ivoire,Male 15+ yr,1991,81.7
Côte d’Ivoire,Male 15-24 yr,2006,60.7
Côte d’Ivoire,Male 15-24 yr,2005,60.6
Côte d’Ivoire,Male 15-24 yr,2004,60.5
Côte d’Ivoire,Male 15-24 yr,2003,60.9
Côte d’Ivoire,Male 15-24 yr,2002,60.4
Côte d’Ivoire,Male 15-24 yr,2001,60.1
Côte d’Ivoire,Male 15-24 yr,2000,59.4
Côte d’Ivoire,Male 15-24 yr,1999,60
Côte d’Ivoire,Male 15-24 yr,1998,60.6
Côte d’Ivoire,Male 15-24 yr,1997,61.4
Côte d’Ivoire,Male 15-24 yr,1996,62.3
Côte d’Ivoire,Male 15-24 yr,1995,62.8
Côte d’Ivoire,Male 15-24 yr,1994,63.9
Côte d’Ivoire,Male 15-24 yr,1993,62
Côte d’Ivoire,Male 15-24 yr,1992,61.8
Côte d’Ivoire,Male 15-24 yr,1991,61.4
Croatia,Female 15+ yr,2006,38.3
Croatia,Female 15+ yr,2005,38.3
Croatia,Female 15+ yr,2004,37.6
Croatia,Female 15+ yr,2003,37.6
Croatia,Female 15+ yr,2002,36.9
Croatia,Female 15+ yr,2001,37.5
Croatia,Female 15+ yr,2000,36.9
Croatia,Female 15+ yr,1999,38.5
Croatia,Female 15+ yr,1998,40
Croatia,Female 15+ yr,1997,40.2
Croatia,Female 15+ yr,1996,40.3
Croatia,Female 15+ yr,1995,40.4
Croatia,Female 15+ yr,1994,40.6
Croatia,Female 15+ yr,1993,40.5
Croatia,Female 15+ yr,1992,40.9
Croatia,Female 15+ yr,1991,41.4
Croatia,Female 15-24 yr,2006,25.4
Croatia,Female 15-24 yr,2005,25.5
Croatia,Female 15-24 yr,2004,24.4
Croatia,Female 15-24 yr,2003,24.1
Croatia,Female 15-24 yr,2002,23.8
Croatia,Female 15-24 yr,2001,23.9
Croatia,Female 15-24 yr,2000,22.1
Croatia,Female 15-24 yr,1999,25.1
Croatia,Female 15-24 yr,1998,27.9
Croatia,Female 15-24 yr,1997,28.4
Croatia,Female 15-24 yr,1996,28.4
Croatia,Female 15-24 yr,1995,28.4
Croatia,Female 15-24 yr,1994,28.5
Croatia,Female 15-24 yr,1993,28.2
Croatia,Female 15-24 yr,1992,28.8
Croatia,Female 15-24 yr,1991,29.5
Croatia,Male 15+ yr,2006,52.7
Croatia,Male 15+ yr,2005,53.3
Croatia,Male 15+ yr,2004,53.3
Croatia,Male 15+ yr,2003,53.3
Croatia,Male 15+ yr,2002,53.5
Croatia,Male 15+ yr,2001,54.3
Croatia,Male 15+ yr,2000,53.4
Croatia,Male 15+ yr,1999,55.2
Croatia,Male 15+ yr,1998,57
Croatia,Male 15+ yr,1997,58.7
Croatia,Male 15+ yr,1996,59.3
Croatia,Male 15+ yr,1995,59.9
Croatia,Male 15+ yr,1994,60.4
Croatia,Male 15+ yr,1993,60.4
Croatia,Male 15+ yr,1992,61.8
Croatia,Male 15+ yr,1991,63.3
Croatia,Male 15-24 yr,2006,29.2
Croatia,Male 15-24 yr,2005,30.4
Croatia,Male 15-24 yr,2004,30.9
Croatia,Male 15-24 yr,2003,28.9
Croatia,Male 15-24 yr,2002,29.3
Croatia,Male 15-24 yr,2001,29
Croatia,Male 15-24 yr,2000,25.9
Croatia,Male 15-24 yr,1999,28.6
Croatia,Male 15-24 yr,1998,31.4
Croatia,Male 15-24 yr,1997,34.9
Croatia,Male 15-24 yr,1996,35
Croatia,Male 15-24 yr,1995,35.2
Croatia,Male 15-24 yr,1994,35.1
Croatia,Male 15-24 yr,1993,32.1
Croatia,Male 15-24 yr,1992,35.1
Croatia,Male 15-24 yr,1991,38.2
Cuba,Female 15+ yr,2006,42.8
Cuba,Female 15+ yr,2005,42.6
Cuba,Female 15+ yr,2004,42.3
Cuba,Female 15+ yr,2003,41.1
Cuba,Female 15+ yr,2002,40.7
Cuba,Female 15+ yr,2001,40.5
Cuba,Female 15+ yr,2000,40.1
Cuba,Female 15+ yr,1999,39.4
Cuba,Female 15+ yr,1998,39.1
Cuba,Female 15+ yr,1997,38.3
Cuba,Female 15+ yr,1996,37.7
Cuba,Female 15+ yr,1995,37.1
Cuba,Female 15+ yr,1994,38.7
Cuba,Female 15+ yr,1993,38.6
Cuba,Female 15+ yr,1992,37.4
Cuba,Female 15+ yr,1991,37.4
Cuba,Female 15-24 yr,2006,25.4
Cuba,Female 15-24 yr,2005,24.9
Cuba,Female 15-24 yr,2004,24.5
Cuba,Female 15-24 yr,2003,24.1
Cuba,Female 15-24 yr,2002,23
Cuba,Female 15-24 yr,2001,22.4
Cuba,Female 15-24 yr,2000,21.8
Cuba,Female 15-24 yr,1999,22.1
Cuba,Female 15-24 yr,1998,23.4
Cuba,Female 15-24 yr,1997,23.8
Cuba,Female 15-24 yr,1996,24.3
Cuba,Female 15-24 yr,1995,24.4
Cuba,Female 15-24 yr,1994,28
Cuba,Female 15-24 yr,1993,28.8
Cuba,Female 15-24 yr,1992,27.4
Cuba,Female 15-24 yr,1991,28.1
Cuba,Male 15+ yr,2006,72.4
Cuba,Male 15+ yr,2005,72.5
Cuba,Male 15+ yr,2004,72.7
Cuba,Male 15+ yr,2003,72.8
Cuba,Male 15+ yr,2002,72.3
Cuba,Male 15+ yr,2001,72
Cuba,Male 15+ yr,2000,71.3
Cuba,Male 15+ yr,1999,71.1
Cuba,Male 15+ yr,1998,71.5
Cuba,Male 15+ yr,1997,71.3
Cuba,Male 15+ yr,1996,71.1
Cuba,Male 15+ yr,1995,70.6
Cuba,Male 15+ yr,1994,72.9
Cuba,Male 15+ yr,1993,73
Cuba,Male 15+ yr,1992,71.5
Cuba,Male 15+ yr,1991,71.4
Cuba,Male 15-24 yr,2006,47.4
Cuba,Male 15-24 yr,2005,46.9
Cuba,Male 15-24 yr,2004,46.5
Cuba,Male 15-24 yr,2003,46
Cuba,Male 15-24 yr,2002,44.7
Cuba,Male 15-24 yr,2001,44.2
Cuba,Male 15-24 yr,2000,43.5
Cuba,Male 15-24 yr,1999,43.9
Cuba,Male 15-24 yr,1998,45.7
Cuba,Male 15-24 yr,1997,46.7
Cuba,Male 15-24 yr,1996,47.5
Cuba,Male 15-24 yr,1995,47.6
Cuba,Male 15-24 yr,1994,51.8
Cuba,Male 15-24 yr,1993,52.3
Cuba,Male 15-24 yr,1992,50.1
Cuba,Male 15-24 yr,1991,50.3
Cyprus,Female 15+ yr,2006,50.8
Cyprus,Female 15+ yr,2005,50.2
Cyprus,Female 15+ yr,2004,49.7
Cyprus,Female 15+ yr,2003,51.1
Cyprus,Female 15+ yr,2002,50.2
Cyprus,Female 15+ yr,2001,48.2
Cyprus,Female 15+ yr,2000,45.3
Cyprus,Female 15+ yr,1999,45.1
Cyprus,Female 15+ yr,1998,44.9
Cyprus,Female 15+ yr,1997,46.1
Cyprus,Female 15+ yr,1996,45.8
Cyprus,Female 15+ yr,1995,45.3
Cyprus,Female 15+ yr,1994,44.3
Cyprus,Female 15+ yr,1993,44.6
Cyprus,Female 15+ yr,1992,44.2
Cyprus,Female 15+ yr,1991,45
Cyprus,Female 15-24 yr,2006,36.2
Cyprus,Female 15-24 yr,2005,36.1
Cyprus,Female 15-24 yr,2004,37.1
Cyprus,Female 15-24 yr,2003,38.8
Cyprus,Female 15-24 yr,2002,38.2
Cyprus,Female 15-24 yr,2001,37.8
Cyprus,Female 15-24 yr,2000,34.4
Cyprus,Female 15-24 yr,1999,35.6
Cyprus,Female 15-24 yr,1998,36.8
Cyprus,Female 15-24 yr,1997,40.7
Cyprus,Female 15-24 yr,1996,42.2
Cyprus,Female 15-24 yr,1995,43.1
Cyprus,Female 15-24 yr,1994,40.2
Cyprus,Female 15-24 yr,1993,39.9
Cyprus,Female 15-24 yr,1992,38.2
Cyprus,Female 15-24 yr,1991,46.9
Cyprus,Male 15+ yr,2006,66.8
Cyprus,Male 15+ yr,2005,67.3
Cyprus,Male 15+ yr,2004,68.6
Cyprus,Male 15+ yr,2003,70.5
Cyprus,Male 15+ yr,2002,70.8
Cyprus,Male 15+ yr,2001,71.8
Cyprus,Male 15+ yr,2000,71.3
Cyprus,Male 15+ yr,1999,71.6
Cyprus,Male 15+ yr,1998,73.8
Cyprus,Male 15+ yr,1997,75.1
Cyprus,Male 15+ yr,1996,76.2
Cyprus,Male 15+ yr,1995,76.7
Cyprus,Male 15+ yr,1994,75.3
Cyprus,Male 15+ yr,1993,75.2
Cyprus,Male 15+ yr,1992,74.6
Cyprus,Male 15+ yr,1991,77.9
Cyprus,Male 15-24 yr,2006,42.8
Cyprus,Male 15-24 yr,2005,43.5
Cyprus,Male 15-24 yr,2004,46.2
Cyprus,Male 15-24 yr,2003,47.7
Cyprus,Male 15-24 yr,2002,49.3
Cyprus,Male 15-24 yr,2001,53.5
Cyprus,Male 15-24 yr,2000,53.6
Cyprus,Male 15-24 yr,1999,50.6
Cyprus,Male 15-24 yr,1998,55
Cyprus,Male 15-24 yr,1997,54.4
Cyprus,Male 15-24 yr,1996,55.8
Cyprus,Male 15-24 yr,1995,55.2
Cyprus,Male 15-24 yr,1994,54.7
Cyprus,Male 15-24 yr,1993,59.3
Cyprus,Male 15-24 yr,1992,62
Cyprus,Male 15-24 yr,1991,64.9
Czech Republic,Female 15+ yr,2006,47.4
Czech Republic,Female 15+ yr,2005,46.8
Czech Republic,Female 15+ yr,2004,46.6
Czech Republic,Female 15+ yr,2003,45.8
Czech Republic,Female 15+ yr,2002,46.4
Czech Republic,Female 15+ yr,2001,46.3
Czech Republic,Female 15+ yr,2000,46.1
Czech Republic,Female 15+ yr,1999,46.6
Czech Republic,Female 15+ yr,1998,47.5
Czech Republic,Female 15+ yr,1997,48.7
Czech Republic,Female 15+ yr,1996,49.4
Czech Republic,Female 15+ yr,1995,49.9
Czech Republic,Female 15+ yr,1994,49.9
Czech Republic,Female 15+ yr,1993,49.6
Czech Republic,Female 15+ yr,1992,52
Czech Republic,Female 15+ yr,1991,54.8
Czech Republic,Female 15-24 yr,2006,28.4
Czech Republic,Female 15-24 yr,2005,27.9
Czech Republic,Female 15-24 yr,2004,28.2
Czech Republic,Female 15-24 yr,2003,27.8
Czech Republic,Female 15-24 yr,2002,29.4
Czech Republic,Female 15-24 yr,2001,31.7
Czech Republic,Female 15-24 yr,2000,33.5
Czech Republic,Female 15-24 yr,1999,33.8
Czech Republic,Female 15-24 yr,1998,35.2
Czech Republic,Female 15-24 yr,1997,35.6
Czech Republic,Female 15-24 yr,1996,37
Czech Republic,Female 15-24 yr,1995,38.4
Czech Republic,Female 15-24 yr,1994,39.7
Czech Republic,Female 15-24 yr,1993,38.3
Czech Republic,Female 15-24 yr,1992,42.6
Czech Republic,Female 15-24 yr,1991,47.4
Czech Republic,Male 15+ yr,2006,63.5
Czech Republic,Male 15+ yr,2005,63.5
Czech Republic,Male 15+ yr,2004,63.4
Czech Republic,Male 15+ yr,2003,64.6
Czech Republic,Male 15+ yr,2002,65.2
Czech Republic,Male 15+ yr,2001,64.7
Czech Republic,Male 15+ yr,2000,64.6
Czech Republic,Male 15+ yr,1999,65.4
Czech Republic,Male 15+ yr,1998,67.2
Czech Republic,Male 15+ yr,1997,68.2
Czech Republic,Male 15+ yr,1996,69
Czech Republic,Male 15+ yr,1995,69
Czech Republic,Male 15+ yr,1994,68.9
Czech Republic,Male 15+ yr,1993,69
Czech Republic,Male 15+ yr,1992,68.5
Czech Republic,Male 15+ yr,1991,69.7
Czech Republic,Male 15-24 yr,2006,31.6
Czech Republic,Male 15-24 yr,2005,30.7
Czech Republic,Male 15-24 yr,2004,31.4
Czech Republic,Male 15-24 yr,2003,35.4
Czech Republic,Male 15-24 yr,2002,38.4
Czech Republic,Male 15-24 yr,2001,40.7
Czech Republic,Male 15-24 yr,2000,42.6
Czech Republic,Male 15-24 yr,1999,45
Czech Republic,Male 15-24 yr,1998,49
Czech Republic,Male 15-24 yr,1997,51.2
Czech Republic,Male 15-24 yr,1996,53.4
Czech Republic,Male 15-24 yr,1995,54.6
Czech Republic,Male 15-24 yr,1994,55.5
Czech Republic,Male 15-24 yr,1993,56.3
Czech Republic,Male 15-24 yr,1992,53.3
Czech Republic,Male 15-24 yr,1991,53.9
Denmark,Female 15+ yr,2006,55.7
Denmark,Female 15+ yr,2005,56
Denmark,Female 15+ yr,2004,56.2
Denmark,Female 15+ yr,2003,56.3
Denmark,Female 15+ yr,2002,57.7
Denmark,Female 15+ yr,2001,57
Denmark,Female 15+ yr,2000,57.1
Denmark,Female 15+ yr,1999,56.6
Denmark,Female 15+ yr,1998,55.7
Denmark,Female 15+ yr,1997,55
Denmark,Female 15+ yr,1996,53.4
Denmark,Female 15+ yr,1995,52.9
Denmark,Female 15+ yr,1994,52.7
Denmark,Female 15+ yr,1993,54.8
Denmark,Female 15+ yr,1992,56
Denmark,Female 15+ yr,1991,55.7
Denmark,Female 15-24 yr,2006,58.2
Denmark,Female 15-24 yr,2005,58.7
Denmark,Female 15-24 yr,2004,61.1
Denmark,Female 15-24 yr,2003,57.7
Denmark,Female 15-24 yr,2002,63.6
Denmark,Female 15-24 yr,2001,58.8
Denmark,Female 15-24 yr,2000,63.8
Denmark,Female 15-24 yr,1999,62.7
Denmark,Female 15-24 yr,1998,66.2
Denmark,Female 15-24 yr,1997,63.4
Denmark,Female 15-24 yr,1996,62.2
Denmark,Female 15-24 yr,1995,60.8
Denmark,Female 15-24 yr,1994,59.5
Denmark,Female 15-24 yr,1993,59.9
Denmark,Female 15-24 yr,1992,62.3
Denmark,Female 15-24 yr,1991,62.5
Denmark,Male 15+ yr,2006,66.5
Denmark,Male 15+ yr,2005,67
Denmark,Male 15+ yr,2004,66.8
Denmark,Male 15+ yr,2003,68.1
Denmark,Male 15+ yr,2002,69.2
Denmark,Male 15+ yr,2001,68.7
Denmark,Male 15+ yr,2000,68.8
Denmark,Male 15+ yr,1999,69.4
Denmark,Male 15+ yr,1998,69.1
Denmark,Male 15+ yr,1997,69.9
Denmark,Male 15+ yr,1996,68.9
Denmark,Male 15+ yr,1995,68.9
Denmark,Male 15+ yr,1994,66.2
Denmark,Male 15+ yr,1993,65.6
Denmark,Male 15+ yr,1992,68
Denmark,Male 15+ yr,1991,68.3
Denmark,Male 15-24 yr,2006,64.5
Denmark,Male 15-24 yr,2005,64.8
Denmark,Male 15-24 yr,2004,63.6
Denmark,Male 15-24 yr,2003,60.8
Denmark,Male 15-24 yr,2002,65.1
Denmark,Male 15-24 yr,2001,64.8
Denmark,Male 15-24 yr,2000,70.4
Denmark,Male 15-24 yr,1999,70.3
Denmark,Male 15-24 yr,1998,67.5
Denmark,Male 15-24 yr,1997,73
Denmark,Male 15-24 yr,1996,70.1
Denmark,Male 15-24 yr,1995,71.2
Denmark,Male 15-24 yr,1994,65
Denmark,Male 15-24 yr,1993,61.1
Denmark,Male 15-24 yr,1992,64.4
Denmark,Male 15-24 yr,1991,67.6
Dominican Republic,Female 15+ yr,2006,32.7
Dominican Republic,Female 15+ yr,2005,31.9
Dominican Republic,Female 15+ yr,2004,30.9
Dominican Republic,Female 15+ yr,2003,30.7
Dominican Republic,Female 15+ yr,2002,31
Dominican Republic,Female 15+ yr,2001,31
Dominican Republic,Female 15+ yr,2000,32.1
Dominican Republic,Female 15+ yr,1999,31.5
Dominican Republic,Female 15+ yr,1998,30.4
Dominican Republic,Female 15+ yr,1997,30.7
Dominican Republic,Female 15+ yr,1996,30
Dominican Republic,Female 15+ yr,1995,27.6
Dominican Republic,Female 15+ yr,1994,27.5
Dominican Republic,Female 15+ yr,1993,24.3
Dominican Republic,Female 15+ yr,1992,23.2
Dominican Republic,Female 15+ yr,1991,23.8
Dominican Republic,Female 15-24 yr,2006,17.7
Dominican Republic,Female 15-24 yr,2005,17.2
Dominican Republic,Female 15-24 yr,2004,16.7
Dominican Republic,Female 15-24 yr,2003,17.6
Dominican Republic,Female 15-24 yr,2002,18.1
Dominican Republic,Female 15-24 yr,2001,18.4
Dominican Republic,Female 15-24 yr,2000,22.6
Dominican Republic,Female 15-24 yr,1999,20
Dominican Republic,Female 15-24 yr,1998,18.9
Dominican Republic,Female 15-24 yr,1997,19.8
Dominican Republic,Female 15-24 yr,1996,19.5
Dominican Republic,Female 15-24 yr,1995,14.2
Dominican Republic,Female 15-24 yr,1994,18.2
Dominican Republic,Female 15-24 yr,1993,12.6
Dominican Republic,Female 15-24 yr,1992,12.3
Dominican Republic,Female 15-24 yr,1991,14.9
Dominican Republic,Male 15+ yr,2006,73
Dominican Republic,Male 15+ yr,2005,72.9
Dominican Republic,Male 15+ yr,2004,72.8
Dominican Republic,Male 15+ yr,2003,74.1
Dominican Republic,Male 15+ yr,2002,74.4
Dominican Republic,Male 15+ yr,2001,74.8
Dominican Republic,Male 15+ yr,2000,75.2
Dominican Republic,Male 15+ yr,1999,75.9
Dominican Republic,Male 15+ yr,1998,75.7
Dominican Republic,Male 15+ yr,1997,76.5
Dominican Republic,Male 15+ yr,1996,76.5
Dominican Republic,Male 15+ yr,1995,76.4
Dominican Republic,Male 15+ yr,1994,74.6
Dominican Republic,Male 15+ yr,1993,72.9
Dominican Republic,Male 15+ yr,1992,72.8
Dominican Republic,Male 15+ yr,1991,72.8
Dominican Republic,Male 15-24 yr,2006,47
Dominican Republic,Male 15-24 yr,2005,47.1
Dominican Republic,Male 15-24 yr,2004,47
Dominican Republic,Male 15-24 yr,2003,49.3
Dominican Republic,Male 15-24 yr,2002,49.8
Dominican Republic,Male 15-24 yr,2001,50.5
Dominican Republic,Male 15-24 yr,2000,54
Dominican Republic,Male 15-24 yr,1999,52.7
Dominican Republic,Male 15-24 yr,1998,52.6
Dominican Republic,Male 15-24 yr,1997,54.1
